time,veh,activation
5040,22714,1
5040,22739,1
5040,22744,1
5040,22752,1
5040,22760,1
5040,22754,1
5040,22770,1
5040,22781,1
5040,22785,1
5040,22801,1
5040,22806,1
5040,22827,1
5040,22860,1
5040,22884,1
5040,22939,1
5040,22963,1
5040,22952,1
5040,22987,1
5040,23008,1
5040,23036,1
5040,23047,1
5040,23052,1
5040,23141,1
5040,23152,1
5040,23162,1
5040,23166,1
5040,23194,1
5040,23197,1
5040,23207,1
5040,23214,1
5040,23264,1
5040,23272,1
5040,23293,1
5040,23350,1
5040,23351,1
5040,23352,1
5040,23365,1
5040,23395,1
5040,23417,1
5040,23428,1
5040,23460,1
5040,23477,1
5040,23478,1
5040,23480,1
5040,23501,1
5040,23508,1
5040,23516,1
5040,23524,1
5040,23525,1
5040,23555,1
5040,23565,1
5040,23595,1
5040,23596,1
5040,23629,1
5040,23641,1
5040,23642,1
5040,23643,1
5040,23654,1
5040,23675,1
5040,23686,1
5040,23697,1
5040,23705,1
5040,23718,1
5040,23732,1
5040,23735,1
5040,23738,1
5040,23771,1
5040,23797,1
5040,23798,1
5040,23802,1
5040,23848,1
5040,23857,1
5040,23875,1
5040,23876,1
5040,23879,1
5040,23892,1
5040,23905,1
5040,23908,1
5040,23927,1
5040,23939,1
5046,24024,1
5050,24043,1
5052,24048,1
5055,24057,1
5061,24094,1
5067,24121,1
5068,24124,1
5069,24131,1
5071,24148,1
5073,24158,1
5074,24161,1
5075,24169,1
5077,24177,1
5080,24195,1
5081,24199,1
5081,24200,1
5083,24214,1
5092,24249,1
5092,24251,1
5094,24263,1
5095,24269,1
5095,24272,1
5105,24304,1
5116,24352,1
5117,24356,1
5118,24363,1
5122,24385,1
5123,24397,1
5123,24398,1
5125,24406,1
5126,24409,1
5136,24457,1
5136,24458,1
5145,24501,1
5151,24538,1
5152,24544,1
5162,24595,1
5163,24598,1
5168,24622,1
5168,24627,1
5171,24648,1
5174,24663,1
5175,24665,1
5182,24690,1
5182,24691,1
5183,24698,1
5184,24700,1
5190,24729,1
5192,24738,1
5194,24746,1
5195,24749,1
5201,24770,1
5204,24782,1
5205,24789,1
5210,24812,1
5213,24830,1
5213,24833,1
5214,24838,1
5215,24841,1
5217,24847,1
5219,24863,1
5220,24865,1
5220,24866,1
5220,19765,1
5220,20124,1
5220,20273,1
5220,20372,1
5220,20707,1
5220,20837,1
5220,21026,1
5220,21106,1
5220,21174,1
5220,21255,1
5220,21643,1
5220,21668,1
5220,21929,1
5220,21949,1
5220,22061,1
5220,22093,1
5220,22253,1
5220,22395,1
5220,22448,1
5220,22463,1
5220,22478,1
5220,22480,1
5220,22490,1
5220,22508,1
5220,22553,1
5220,22567,1
5220,22628,1
5220,22695,1
5220,22700,1
5220,22701,1
5220,22803,1
5220,22828,1
5220,22871,1
5220,22912,1
5220,22916,1
5220,23005,1
5220,23186,1
5220,23197,1
5220,23229,1
5220,23264,1
5220,23271,1
5220,23290,1
5220,23295,1
5220,23297,1
5220,23333,1
5220,23348,1
5220,23371,1
5220,23376,1
5220,23396,1
5220,23420,1
5220,23464,1
5220,23478,1
5220,23550,1
5220,23562,1
5220,23590,1
5220,23603,1
5220,23623,1
5220,23679,1
5220,23699,1
5220,23739,1
5220,23759,1
5220,23763,1
5220,23766,1
5220,23767,1
5220,23792,1
5220,23799,1
5220,23812,1
5220,23843,1
5220,23883,1
5220,23937,1
5220,23961,1
5220,23983,1
5220,23988,1
5220,23991,1
5220,24005,1
5220,24021,1
5220,24025,1
5220,24084,1
5220,24113,1
5220,24120,1
5220,24170,1
5220,24200,1
5220,24225,1
5220,24236,1
5220,24238,1
5220,24256,1
5220,24273,1
5220,24338,1
5220,24367,1
5220,24372,1
5220,24380,1
5220,24394,1
5220,24405,1
5220,24414,1
5220,24425,1
5220,24436,1
5220,24466,1
5220,24467,1
5220,24522,1
5220,24602,1
5220,24614,1
5220,24621,1
5220,24633,1
5220,24636,1
5220,24637,1
5220,24640,1
5220,24643,1
5220,24688,1
5220,24696,1
5220,24707,1
5220,24719,1
5220,24743,1
5220,24772,1
5220,24784,1
5220,24785,1
5220,24792,1
5220,24821,1
5220,24831,1
5222,24886,1
5223,24889,1
5227,24911,1
5229,24915,1
5240,24961,1
5242,24970,1
5246,24992,1
5250,25010,1
5251,25017,1
5255,25036,1
5265,25087,1
5267,25098,1
5268,25108,1
5269,25111,1
5270,25116,1
5293,25234,1
5294,25238,1
5310,25306,1
5311,25308,1
5313,25319,1
5315,25327,1
5316,25329,1
5324,25365,1
5325,25373,1
5327,25383,1
5336,25418,1
5344,25461,1
5345,25475,1
5348,25484,1
5351,25498,1
5351,25502,1
5356,25518,1
5358,25530,1
5358,25531,1
5362,25549,1
5363,25557,1
5364,25559,1
5364,25561,1
5367,25579,1
5380,25633,1
5381,25637,1
5386,25656,1
5388,25667,1
5400,19392,1
5400,20613,1
5400,21669,1
5400,22335,1
5400,22430,1
5400,22972,1
5400,22986,1
5400,23091,1
5400,23182,1
5400,23203,1
5400,23246,1
5400,23301,1
5400,23307,1
5400,23309,1
5400,23343,1
5400,23432,1
5400,23423,1
5400,23504,1
5400,23530,1
5400,23572,1
5400,23655,1
5400,23765,1
5400,23879,1
5400,24104,1
5400,24206,1
5400,24221,1
5400,24242,1
5400,24245,1
5400,24291,1
5400,24294,1
5400,24319,1
5400,24353,1
5400,24369,1
5400,24427,1
5400,24437,1
5400,24516,1
5400,24560,1
5400,24636,1
5400,24641,1
5400,24643,1
5400,24717,1
5400,24755,1
5400,24762,1
5400,24786,1
5400,24790,1
5400,24833,1
5400,24853,1
5400,24893,1
5400,24899,1
5400,24922,1
5400,24923,1
5400,24937,1
5400,24941,1
5400,24980,1
5400,24988,1
5400,24995,1
5400,24997,1
5400,25026,1
5400,25039,1
5400,25093,1
5400,25113,1
5400,25123,1
5400,25124,1
5400,25177,1
5400,25178,1
5400,25227,1
5400,25249,1
5400,25263,1
5400,25297,1
5400,25299,1
5400,25305,1
5400,25308,1
5400,25318,1
5400,25325,1
5400,25374,1
5400,25402,1
5400,25415,1
5400,25427,1
5400,25447,1
5400,25461,1
5400,25474,1
5400,25477,1
5400,25473,1
5400,25510,1
5400,25519,1
5400,25522,1
5400,25572,1
5400,25588,1
5400,25595,1
5400,25600,1
5400,25690,1
5400,25693,1
5402,25731,1
5403,25738,1
5422,25830,1
5428,25853,1
5428,25859,1
5431,25868,1
5434,25887,1
5437,25901,1
5437,25903,1
5445,25937,1
5446,25945,1
5450,25960,1
5451,25967,1
5461,26011,1
5461,26012,1
5463,26016,1
5463,26017,1
5469,26038,1
5469,26040,1
5474,26072,1
5475,26075,1
5494,26158,1
5495,26163,1
5496,26173,1
5504,26201,1
5508,26224,1
5512,26243,1
5528,26308,1
5533,26330,1
5535,26339,1
5540,26364,1
5545,26379,1
5545,26382,1
5559,26449,1
5570,26491,1
5573,26507,1
5580,26544,1
5580,26545,1
5580,21863,1
5580,23132,1
5580,23799,1
5580,23809,1
5580,23826,1
5580,23971,1
5580,23986,1
5580,24290,1
5580,24378,1
5580,24426,1
5580,24544,1
5580,24561,1
5580,24591,1
5580,24626,1
5580,24632,1
5580,24765,1
5580,24773,1
5580,24780,1
5580,24794,1
5580,25043,1
5580,25062,1
5580,25093,1
5580,25265,1
5580,25298,1
5580,25333,1
5580,25345,1
5580,25366,1
5580,25381,1
5580,25432,1
5580,25468,1
5580,25502,1
5580,25513,1
5580,25591,1
5580,25605,1
5580,25620,1
5580,25633,1
5580,25667,1
5580,25681,1
5580,25682,1
5580,25711,1
5580,25801,1
5580,25834,1
5580,25853,1
5580,25874,1
5580,25913,1
5580,25992,1
5580,26000,1
5580,26006,1
5580,26026,1
5580,26030,1
5580,26035,1
5580,26089,1
5580,26133,1
5580,26243,1
5580,26270,1
5580,26281,1
5580,26303,1
5580,26375,1
5580,26376,1
5580,26427,1
5580,26449,1
5580,26456,1
5580,26451,1
5580,26466,1
5580,26474,1
5580,26480,1
5580,26497,1
5580,26510,1
5580,26529,1
5580,26531,1
5589,26596,1
5591,26606,1
5593,26614,1
5595,26625,1
5598,26643,1
5598,26645,1
5599,26649,1
5609,26701,1
5624,26774,1
5628,26793,1
5632,26808,1
5646,26879,1
5648,26887,1
5656,26909,1
5662,26948,1
5672,27002,1
5681,27029,1
5684,27045,1
5684,27047,1
5689,27073,1
5690,27079,1
5712,27172,1
5714,27183,1
5715,27193,1
5722,27215,1
5727,27231,1
5728,27240,1
5733,27269,1
5743,27313,1
5747,27333,1
5748,27340,1
5750,27350,1
5759,27405,1
5760,24242,1
5760,24319,1
5760,24638,1
5760,24751,1
5760,25029,1
5760,25037,1
5760,25062,1
5760,25065,1
5760,25089,1
5760,25109,1
5760,25216,1
5760,25259,1
5760,25305,1
5760,25343,1
5760,25352,1
5760,25367,1
5760,25417,1
5760,25451,1
5760,25500,1
5760,25524,1
5760,25556,1
5760,25567,1
5760,25574,1
5760,25595,1
5760,25625,1
5760,25704,1
5760,25708,1
5760,25755,1
5760,25788,1
5760,25797,1
5760,25800,1
5760,25820,1
5760,25838,1
5760,25846,1
5760,25873,1
5760,26050,1
5760,26089,1
5760,26103,1
5760,26151,1
5760,26160,1
5760,26174,1
5760,26202,1
5760,26213,1
5760,26263,1
5760,26295,1
5760,26296,1
5760,26361,1
5760,26373,1
5760,26377,1
5760,26398,1
5760,26399,1
5760,26403,1
5760,26473,1
5760,26502,1
5760,26504,1
5760,26543,1
5760,26574,1
5760,26601,1
5760,26602,1
5760,26619,1
5760,26629,1
5760,26667,1
5760,26714,1
5760,26749,1
5760,26750,1
5760,26782,1
5760,26807,1
5760,26821,1
5760,26846,1
5760,26858,1
5760,26861,1
5760,26872,1
5760,26899,1
5760,26901,1
5760,26933,1
5760,26943,1
5760,26947,1
5760,26950,1
5760,26954,1
5760,26964,1
5760,26973,1
5760,26999,1
5760,27010,1
5760,27044,1
5760,27064,1
5760,27093,1
5760,27115,1
5760,27168,1
5760,27182,1
5760,27184,1
5760,27190,1
5760,27195,1
5760,27197,1
5760,27215,1
5760,27216,1
5760,27218,1
5760,27225,1
5760,27242,1
5760,27252,1
5760,27255,1
5760,27312,1
5760,27326,1
5760,27358,1
5760,27370,1
5760,27372,1
5760,27384,1
5760,27388,1
5764,27431,1
5764,27432,1
5765,27447,1
5769,27470,1
5777,27505,1
5786,27541,1
5794,27576,1
5803,27622,1
5807,27642,1
5807,27643,1
5808,27647,1
5817,27688,1
5819,27696,1
5819,27698,1
5828,27744,1
5830,27759,1
5831,27765,1
5831,27767,1
5837,27790,1
5838,27798,1
5842,27817,1
5846,27834,1
5849,27848,1
5853,27870,1
5858,27888,1
5863,27908,1
5887,28006,1
5888,28017,1
5892,28036,1
5894,28047,1
5895,28054,1
5897,28068,1
5912,28134,1
5919,28161,1
5919,28163,1
5922,28174,1
5923,28176,1
5940,24591,1
5940,24637,1
5940,24895,1
5940,25321,1
5940,25454,1
5940,25640,1
5940,25708,1
5940,25740,1
5940,25766,1
5940,25829,1
5940,25842,1
5940,25915,1
5940,25921,1
5940,25950,1
5940,25984,1
5940,25999,1
5940,26058,1
5940,26139,1
5940,26193,1
5940,26198,1
5940,26233,1
5940,26258,1
5940,26318,1
5940,26343,1
5940,26347,1
5940,26361,1
5940,26400,1
5940,26448,1
5940,26549,1
5940,26560,1
5940,26571,1
5940,26581,1
5940,26604,1
5940,26612,1
5940,26654,1
5940,26683,1
5940,26697,1
5940,26698,1
5940,26725,1
5940,26745,1
5940,26749,1
5940,26766,1
5940,26782,1
5940,26808,1
5940,26811,1
5940,26826,1
5940,26845,1
5940,26881,1
5940,26885,1
5940,26889,1
5940,26945,1
5940,26992,1
5940,27023,1
5940,27027,1
5940,27046,1
5940,27056,1
5940,27096,1
5940,27102,1
5940,27103,1
5940,27133,1
5940,27146,1
5940,27154,1
5940,27184,1
5940,27194,1
5940,27197,1
5940,27271,1
5940,27286,1
5940,27322,1
5940,27332,1
5940,27340,1
5940,27351,1
5940,27372,1
5940,27518,1
5940,27533,1
5940,27555,1
5940,27561,1
5940,27609,1
5940,27629,1
5940,27685,1
5940,27689,1
5940,27696,1
5940,27698,1
5940,27739,1
5940,27753,1
5940,27760,1
5940,27773,1
5940,27830,1
5940,27832,1
5940,27857,1
5940,27862,1
5940,27871,1
