sensor_network
1028191.1948494103
1688032.1194431367
2281633.36254094
2791365.670337486
3270600.8078067517
3746082.580862412
4326873.615492099
4884604.647126324
5308680.909266575
5476999.534085453
5545016.935039681
5525391.845679498
5430415.848411557
5416950.609211166
5343400.4367057765
5332140.636356217
5212731.488960753
4955467.127691255
4926418.513257487
4466333.649028872
3684331.927171212
2952256.4672845616
2412481.550774677
2319622.5368114063
2361919.0937359324
2463370.2289832216
2499941.8567591202
2516429.931326862
2491590.3640612657
2464290.726963154
2396708.3986459486
2444474.0776513084
2482840.238244513
2537121.7274009255
2614904.302139634
2741224.703021154
2846267.171670959
2971327.254264876
2965345.45391411
2874733.0291564185
2623726.908647133
2328955.2712682784
2075400.9690187268
1852124.8636680087
1666102.675039645
1349185.1058177282
1012384.1743588308
729068.7916091544
