sensor_network
8.575266319617635
8.254131627230931
7.92327898126868
7.519495814480607
7.1361117862577395
6.872165382991322
6.8439656750242674
6.817167241251466
6.708078155022898
6.601333831471375
6.428165180959402
6.280347700236746
6.0132814527537715
5.803201950154401
5.4938131556965875
5.2706888249965465
5.013660360315135
4.694651556836523
4.4308181585125554
4.023028864705503
3.514458647160944
2.9526259351412882
2.4791552555597023
2.293737426093415
2.2329939406386536
2.3371418874947896
2.4517344549283524
2.5168847866612434
2.5565935625990943
2.675005030501112
2.8344350224960158
3.045400817609918
3.190804761187243
3.31632362633343
3.4559522469535637
3.4073353565117133
3.4598504399621586
3.5147019739818233
3.629178772300893
3.8671583929631628
4.074996785421384
4.221429184616352
4.41533970284781
4.764825132493164
5.089884012402015
5.361682330374985
5.630986087891907
5.99215158722954
