time,veh,activation
360,506,1
360,530,1
360,1511,1
364,1653,1
540,118,1
540,402,1
540,475,1
540,510,1
540,691,1
540,1011,1
540,1254,1
540,1255,1
540,1518,1
540,1587,1
540,1623,1
540,1761,1
540,1989,1
540,2044,1
540,2059,1
540,2133,1
540,2199,1
540,2436,1
540,2441,1
557,2562,1
602,2771,1
676,3122,1
695,3215,1
720,661,1
720,730,1
720,1757,1
720,1958,1
720,2056,1
720,2119,1
720,2267,1
720,2284,1
720,2292,1
720,2310,1
720,2955,1
720,3008,1
720,3172,1
720,3201,1
820,3813,1
823,3833,1
867,4032,1
878,4090,1
900,4188,1
900,2064,1
900,2168,1
900,2334,1
900,2383,1
900,2700,1
900,2884,1
900,2937,1
900,3124,1
900,3152,1
900,3153,1
900,3226,1
900,3378,1
900,3382,1
900,3612,1
900,3653,1
900,3696,1
900,3728,1
900,3725,1
900,3756,1
916,4258,1
932,4331,1
946,4409,1
952,4444,1
959,4475,1
963,4499,1
977,4565,1
990,4630,1
1048,4880,1
1063,4939,1
1080,2705,1
1080,3170,1
1080,3614,1
1080,3704,1
1080,3949,1
1080,4064,1
1080,4075,1
1080,4079,1
1080,4085,1
1080,4353,1
1080,4880,1
1080,4884,1
1080,4929,1
1083,5019,1
1089,5048,1
1091,5069,1
1092,5071,1
1172,5451,1
1192,5538,1
1232,5726,1
1254,5841,1
1260,3508,1
1260,4022,1
1260,4353,1
1260,4469,1
1260,4595,1
1260,4693,1
1260,4724,1
1260,4889,1
1260,4921,1
1260,5078,1
1260,5158,1
1260,5166,1
1260,5406,1
1260,5558,1
1260,5622,1
1260,5688,1
1260,5831,1
1282,5990,1
1285,6012,1
1286,6018,1
1308,6116,1
1332,6239,1
1333,6248,1
1351,6345,1
1368,6414,1
1429,6737,1
1440,3287,1
1440,4121,1
1440,4335,1
1440,5328,1
1440,5417,1
1440,5451,1
1440,5573,1
1440,5778,1
1440,5947,1
1440,5976,1
1440,5991,1
1440,6069,1
1440,6139,1
1440,6169,1
1440,6221,1
1440,6277,1
1440,6389,1
1440,6394,1
1440,6409,1
1440,6413,1
1440,6446,1
1440,6460,1
1440,6482,1
1440,6541,1
1440,6696,1
1440,6726,1
1446,6806,1
1476,6947,1
1477,6954,1
1491,7022,1
1491,7024,1
1505,7091,1
1523,7164,1
1538,7227,1
1540,7242,1
1601,7545,1
1620,4968,1
1620,5112,1
1620,5317,1
1620,5404,1
1620,5684,1
1620,5816,1
1620,5900,1
1620,5916,1
1620,5935,1
1620,5987,1
1620,6095,1
1620,6368,1
1620,6625,1
1620,6639,1
1620,6662,1
1620,6788,1
1620,6899,1
1620,6994,1
1620,7008,1
1620,7004,1
1620,7024,1
1620,7014,1
1620,7086,1
1620,7180,1
1620,7227,1
1620,7288,1
1620,7374,1
1620,7455,1
1620,7536,1
1620,7623,1
1629,7661,1
1629,7662,1
1635,7695,1
1648,7761,1
1653,7789,1
1698,8003,1
1702,8025,1
1711,8066,1
1723,8142,1
1748,8240,1
1758,8294,1
1771,8349,1
1800,5506,1
1800,5621,1
1800,5885,1
1800,6452,1
1800,6606,1
1800,6686,1
1800,7299,1
1800,7354,1
1800,7415,1
1800,7428,1
1800,7458,1
1800,7478,1
1800,7625,1
1800,7671,1
1800,7733,1
1800,7761,1
1800,7855,1
1800,7861,1
1800,7877,1
1800,8015,1
1800,8155,1
1800,8261,1
1800,8398,1
1800,8451,1
1800,8478,1
1806,8521,1
1807,8526,1
1819,8584,1
1827,8624,1
1853,8759,1
1888,8895,1
1894,8917,1
1908,8977,1
1916,9012,1
1920,9029,1
1921,9033,1
1934,9097,1
1936,9113,1
1941,9136,1
1945,9149,1
1953,9199,1
1972,9289,1
1980,6335,1
1980,6385,1
1980,6611,1
1980,6775,1
1980,7182,1
1980,7388,1
1980,7392,1
1980,7400,1
1980,7414,1
1980,7476,1
1980,7537,1
1980,7616,1
1980,7631,1
1980,7651,1
1980,7704,1
1980,7840,1
1980,7865,1
1980,7885,1
1980,7901,1
1980,7922,1
1980,7975,1
1980,8058,1
1980,8102,1
1980,8139,1
1980,8165,1
1980,8232,1
1980,8294,1
1980,8363,1
1980,8402,1
1980,8424,1
1980,8521,1
1980,8542,1
1980,8548,1
1980,8562,1
1980,8594,1
1980,8630,1
1980,8672,1
1980,8679,1
1980,8709,1
1980,8757,1
1980,8855,1
1980,8872,1
1980,9014,1
1980,9054,1
1980,9064,1
1980,9076,1
1980,9115,1
1980,9162,1
1980,9180,1
1980,9193,1
1980,9207,1
1980,9289,1
1980,9291,1
1980,9300,1
1980,9305,1
1982,9330,1
1994,9380,1
1998,9391,1
2022,9520,1
2032,9565,1
2035,9591,1
2049,9650,1
2050,9654,1
2054,9668,1
2070,9740,1
2071,9749,1
2074,9762,1
2077,9770,1
2095,9853,1
2127,10005,1
2152,10114,1
2160,10158,1
2160,6980,1
2160,7631,1
2160,7755,1
2160,7854,1
2160,7927,1
2160,8067,1
2160,8153,1
2160,8196,1
2160,8235,1
2160,8289,1
2160,8387,1
2160,8613,1
2160,8710,1
2160,8715,1
2160,8785,1
2160,8842,1
2160,8985,1
2160,9068,1
2160,9072,1
2160,9101,1
2160,9117,1
2160,9143,1
2160,9147,1
2160,9191,1
2160,9254,1
2160,9353,1
2160,9380,1
2160,9403,1
2160,9448,1
2160,9475,1
2160,9531,1
2160,9574,1
2160,9651,1
2160,9658,1
2160,9660,1
2160,9744,1
2160,9747,1
2160,9831,1
2160,9864,1
2160,9878,1
2160,9903,1
2160,9908,1
2160,9982,1
2160,10019,1
2160,10045,1
2160,10102,1
2160,10131,1
2160,10146,1
2160,10154,1
2162,10166,1
2168,10192,1
2170,10201,1
2174,10216,1
2177,10234,1
2178,10235,1
2181,10251,1
2183,10263,1
2184,10265,1
2200,10334,1
2201,10340,1
2202,10342,1
2202,10344,1
2204,10352,1
2205,10368,1
2213,10391,1
2215,10396,1
2225,10441,1
2226,10453,1
2238,10515,1
2242,10537,1
2243,10539,1
2248,10567,1
2256,10606,1
2259,10615,1
2274,10686,1
2279,10715,1
2281,10723,1
2288,10753,1
2289,10759,1
2290,10765,1
2295,10785,1
2302,10826,1
2307,10846,1
2313,10868,1
2318,10895,1
2319,10901,1
2325,10928,1
2327,10938,1
2340,7260,1
2340,7399,1
2340,7882,1
2340,8333,1
2340,8496,1
