sensor_network
119901.9548229327
204507.53582293337
287965.7990000009
371216.1320000023
458310.9246458677
545105.4920000032
632219.3168229352
716509.3878922728
791687.2651620519
829645.1643583025
851782.3230503545
871104.7663281539
892593.4063464904
915837.5792169606
953511.4692869588
986212.8498336908
1022007.4142480578
1049004.0937780745
1091603.9272050816
1099954.6298108199
1074753.5497558508
1052120.5342848843
1037545.0622345491
1028801.8406727333
1018154.9929490478
1014419.9157892405
1012176.7277284651
1011821.7747103499
1009791.0667273096
1002383.3526454893
995266.1185896453
991371.6285886352
990295.2919676071
986617.6175442252
981172.6737027982
976615.2778639318
973598.8919378791
970617.3802527991
972566.3672917208
969031.8951670191
957061.2776765494
941925.6571997777
926796.7203447202
910383.7088165306
894265.8751771279
880887.7007523512
867675.411756389
853686.4406495432
