sensor_zone_1_1,sensor_zone_1_2,sensor_zone_1_3,sensor_zone_1_4,sensor_zone_1_5,sensor_zone_2_1,sensor_zone_2_2,sensor_zone_2_3,sensor_zone_2_4,sensor_zone_2_5,sensor_zone_3_1,sensor_zone_3_2,sensor_zone_3_3,sensor_zone_3_4,sensor_zone_3_5,sensor_zone_4_1,sensor_zone_4_2,sensor_zone_4_3,sensor_zone_4_4,sensor_zone_4_5,sensor_zone_5_1,sensor_zone_5_2,sensor_zone_5_3,sensor_zone_5_4,sensor_zone_5_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0009672551648257495,0.005366588308505812,0.0,0.003046961168128406,0.0,0.0,0.0,0.011811337033118258,0.0,0.0055549614308739005,0.0,0.010882452299260725,0.015285742157318342,0.014739563507943408,0.0,0.008519136043539871,0.0,0.015610417131095247,0.0,0.0006639791229950668,0.0,0.005439380476633705,0.0,0.0052806985755220115,0.0
0.0024749861990918283,0.011089684750576742,0.0,0.0049336619054482205,0.0002041231783236827,0.004410749408264523,0.0,0.0,0.0,0.011398488423748796,0.0,0.0,0.06531964772335294,0.0,0.0,0.012115668371377585,0.0,0.0,0.0,0.006178316683910346,0.001530254187207378,0.003604574511337803,0.0,0.012680582526572828,0.0010972648844070655
0.0,0.017837367077374818,0.0,0.0035611399732312053,0.0,0.006354093599169226,0.0,0.0,0.0,0.015427061437384593,0.0,0.0,0.10218009972189107,0.0,0.0,0.012232303127525775,0.0,0.0,0.0,0.005690546908381538,0.0023941792299325797,0.009542425627085313,0.0,0.01852245294910635,0.0
0.0011876609102541777,0.0212625335960792,0.0,0.004881379795886929,0.001401291574670619,0.007498775116112964,0.0,0.0,0.0,0.015563192437768037,0.0,0.0,0.07534145757131513,0.0,0.0,0.015446240909616576,0.0,0.0,0.0,0.007866076197476892,0.0023011506798789293,0.008206890523347,0.0,0.01978164608495517,0.0012856025965750709
0.0036679547692108766,0.02323035350769713,0.0,0.00822689363987341,0.0003482853558987309,0.004179355606752375,0.0,0.0,0.0,0.022655620421189404,0.0,0.0,0.06864798253806986,0.0,0.0,0.017772270039140576,0.0,0.0,0.0,0.009827179504632189,0.00474859907986307,0.005251539044992969,0.0,0.022179936232292523,0.0
0.006680884830212452,0.0212821376251175,0.0,0.00868970090170741,0.003274278777762995,0.005052252504802795,0.0,0.0,0.0,0.026734024344313094,0.0,0.0,0.05864537107009045,0.0,0.0,0.02584848835940223,0.0,0.0,0.0,0.012532313730872591,0.003596429869315,0.013864136874184406,0.0,0.029876025565192164,0.0005567697179381728
0.0021376374301436407,0.02763412180748699,0.0,0.013773933222985459,0.0,0.007571412854784125,0.0,0.0,0.0,0.0337979774370845,0.0,0.0,0.05644311326517097,0.0,0.0,0.02450005924364174,0.0,0.0,0.0,0.013702187942699739,0.006523670087667292,0.012334891805410492,0.0,0.03240967879253094,0.0007265807843431019
0.0039034166099549197,0.027641020973178707,0.0,0.013623731011968265,0.0003377867274803395,0.009045103236318176,0.0,0.0,0.0,0.02738191554287288,0.0,0.0,0.05337063579091327,0.0,0.0,0.019453702882420612,0.0,0.0,0.0,0.016236375222530134,0.008281614577902389,0.012016645734448694,0.0,0.02947119785953797,0.0013677822934376888
0.006943497090263456,0.023115094390485078,0.0,0.013941862347914507,0.006928415795932195,0.011476763914701144,0.0,0.0,0.0,0.01705496286442766,0.0,0.0,0.056361813294204435,0.06931284255948267,0.0,0.022427539550605308,0.0,0.0,0.0,0.017025739040506197,0.008526163278027844,0.01434985955320885,0.0,0.023921750834425926,0.005284486099618867
0.007972565030982145,0.02225485656072867,0.0,0.018839732551280984,0.006119525960346194,0.013577576037905211,0.0,0.0,0.0,0.018477698074332846,0.0,0.0,0.05796563532542314,0.08358816295751897,0.0,0.015574163986296621,0.0,0.019785945145412542,0.0,0.023174888905494056,0.00966996245063697,0.020254668933801352,0.0,0.023348942068349848,0.003126479142140419
0.010329972232756768,0.018873666704402735,0.0,0.020173195981330425,0.00546370849410199,0.016882377337270084,0.0,0.0,0.0,0.023082905202075774,0.0,0.0,0.08273762782580428,0.11880768811029141,0.0,0.01188675229418174,0.0,0.03028219503338464,0.0,0.024042743818837264,0.011795185593173722,0.020487146121920603,0.0,0.026928360058468232,0.004834744927869727
0.011306454278003846,0.01678030134609776,0.0,0.025265679531717433,0.006680833769683956,0.018827316134969074,0.0,0.0,0.0,0.01791295405585896,0.0,0.06942829366508535,0.09872791298873601,0.1126170383901377,0.0,0.016499413218182466,0.0,0.08046177765073714,0.0,0.025544587752985234,0.009730846509632095,0.02052561292536103,0.0,0.02794894356635982,0.0031590083169099337
