sensor_network
1028191.1948494103
1687659.5478180272
2279255.86932344
2804709.493278961
3313325.023982019
3795533.3045803052
4433918.830639147
4991492.953718388
5406553.077838329
5579248.807200004
5642433.8351246
5633365.891195238
5528855.978494335
5476146.030450673
5485903.002576863
5502912.11736775
5395422.371808869
5251873.12492623
5146664.394582267
4499627.809142449
3757906.477823591
3051572.0356489364
2498996.6841316936
2165927.4651341126
1903780.0109140605
1809317.6050810385
1792804.6243815604
1681941.8519955024
1663460.8001813705
1565898.6476839613
1610892.8627651143
1574346.7314138596
1546733.8179242776
1510837.6471667914
1524895.8023660898
1511565.7625363234
1452380.0214393027
1391150.7379962527
1357533.1737522974
1291690.4913812918
1194251.2425470622
1065816.0396060345
894995.7664555473
770363.8848542289
772293.8210589354
852705.8501087998
936366.7719254602
969328.0224242338
