time,veh,activation
360,506,1
360,530,1
360,1511,1
364,1653,1
540,118,1
540,510,1
540,691,1
540,1254,1
540,1255,1
540,1518,1
540,1587,1
540,1989,1
540,2044,1
540,2059,1
540,2199,1
540,2436,1
540,2441,1
602,2771,1
666,3078,1
720,1762,1
720,2280,1
720,2286,1
720,3214,1
833,3877,1
864,4015,1
900,2962,1
900,3097,1
900,3314,1
900,3798,1
900,4067,1
900,4085,1
936,4352,1
942,4389,1
1080,2763,1
1080,4074,1
1080,4350,1
1080,4488,1
1080,5007,1
1096,5103,1
1132,5269,1
1172,5451,1
1245,5799,1
1260,4407,1
1260,4870,1
1260,5314,1
1274,5956,1
1429,6738,1
1440,6362,1
1620,6132,1
1620,6859,1
1620,6878,1
1620,7016,1
1620,7024,1
1757,8289,1
1791,8448,1
1800,5335,1
1800,5337,1
1800,5493,1
1800,5991,1
1800,6722,1
1800,7663,1
1800,7972,1
1800,7979,1
1800,8044,1
1800,8149,1
1800,8223,1
1810,8539,1
1836,8683,1
1841,8714,1
1860,8795,1
1878,8855,1
1910,8986,1
1922,9037,1
1940,9131,1
1980,5877,1
1980,6699,1
1980,6861,1
1980,7363,1
1980,7546,1
1980,7728,1
1980,7765,1
1980,7971,1
1980,8019,1
1980,8066,1
1980,8163,1
1980,8167,1
1980,8214,1
1980,8305,1
1980,8373,1
1980,8597,1
1980,8630,1
1980,8715,1
1980,8762,1
1980,8816,1
1980,9007,1
1980,9101,1
1980,9140,1
1980,9142,1
1980,9208,1
1980,9223,1
1980,9302,1
1980,9312,1
1985,9341,1
2016,9482,1
2086,9804,1
2098,9873,1
2115,9943,1
2128,10010,1
2160,6250,1
2160,7414,1
2160,7702,1
2160,7812,1
2160,7994,1
2160,8019,1
2160,8100,1
2160,8185,1
2160,8331,1
2160,8731,1
2160,8785,1
2160,8792,1
2160,8928,1
2160,9133,1
2160,9153,1
2160,9207,1
2160,9385,1
2160,9560,1
2160,9740,1
2160,9776,1
2160,9780,1
2160,9820,1
2160,9821,1
2160,9874,1
2160,9923,1
2160,9992,1
2160,9995,1
2160,10087,1
2163,10172,1
2169,10197,1
2170,10201,1
2181,10257,1
2191,10293,1
2205,10367,1
2225,10441,1
2226,10450,1
2227,10456,1
2252,10589,1
2262,10633,1
2263,10634,1
2301,10825,1
2302,10827,1
2304,10835,1
2311,10859,1
2314,10875,1
2324,10922,1
2329,10953,1
2334,10976,1
2336,10990,1
2340,7263,1
2340,7988,1
2340,8319,1
2340,8404,1
2340,8429,1
2340,8956,1
2340,9114,1
2340,9119,1
2340,9162,1
2340,9285,1
2340,9380,1
2340,9508,1
2340,9555,1
2340,9608,1
2340,9625,1
2340,9809,1
2340,9820,1
2340,9875,1
2340,10062,1
2340,10340,1
2340,10396,1
2340,10466,1
2340,10469,1
2340,10690,1
2340,10736,1
2340,10899,1
2340,10904,1
2340,10920,1
2381,11179,1
2385,11204,1
2402,11288,1
2410,11322,1
2413,11332,1
2436,11429,1
2450,11502,1
2469,11582,1
2488,11673,1
2492,11703,1
2510,11795,1
2520,8501,1
2520,8674,1
2520,9106,1
2520,9273,1
2520,9297,1
2520,9550,1
2520,9565,1
2520,9617,1
2520,9933,1
2520,9980,1
2520,10006,1
2520,10020,1
2520,10132,1
2520,10360,1
2520,10380,1
2520,10429,1
2520,10464,1
2520,10530,1
2520,10636,1
2520,10730,1
2520,10959,1
2520,10971,1
2520,11036,1
2520,11042,1
2520,11049,1
2520,11087,1
2520,11338,1
2520,11397,1
2520,11466,1
2520,11484,1
2520,11601,1
2520,11638,1
2520,11767,1
2534,11893,1
2542,11940,1
2544,11947,1
2585,12142,1
2609,12282,1
2624,12381,1
2634,12448,1
2637,12459,1
2666,12596,1
2667,12599,1
2670,12623,1
2700,8636,1
2700,8933,1
2700,9333,1
2700,9431,1
2700,9762,1
2700,10087,1
2700,10247,1
2700,10251,1
2700,10652,1
2700,10685,1
2700,10694,1
2700,10742,1
2700,10933,1
2700,11018,1
2700,11019,1
2700,11040,1
2700,11057,1
2700,11063,1
2700,11128,1
2700,11219,1
2700,11226,1
2700,11246,1
2700,11269,1
2700,11277,1
2700,11336,1
2700,11461,1
2700,11504,1
2700,11522,1
2700,11544,1
2700,11586,1
2700,11604,1
2700,11633,1
2700,11640,1
2700,11641,1
2700,11699,1
2700,11705,1
2700,11736,1
2700,11794,1
2700,11846,1
2700,11874,1
2700,11900,1
2700,11930,1
2700,11945,1
2700,12040,1
2700,12053,1
2700,12085,1
2700,12100,1
2700,12114,1
2700,12127,1
2700,12169,1
2700,12215,1
2700,12308,1
2700,12314,1
2700,12309,1
2700,12347,1
2700,12361,1
2700,12373,1
2700,12366,1
2700,12442,1
2700,12482,1
2700,12489,1
2700,12559,1
2700,12619,1
2700,12670,1
2700,12684,1
2700,12687,1
2700,12690,1
2700,12718,1
2701,12769,1
2709,12819,1
2719,12849,1
2725,12877,1
2756,13013,1
2756,13014,1
2769,13073,1
2771,13082,1
2776,13105,1
2785,13150,1
2791,13179,1
2797,13209,1
2802,13234,1
2803,13235,1
2806,13251,1
2810,13270,1
2812,13287,1
2830,13368,1
2835,13386,1
2844,13440,1
2844,13443,1
2878,13610,1
2880,8783,1
2880,10417,1
2880,11470,1
2880,11654,1
2880,11764,1
2880,12008,1
2880,12434,1
2880,12488,1
2880,12806,1
2880,13044,1
2880,13103,1
2880,13144,1
2880,13348,1
2880,13354,1
2880,13371,1
2880,13502,1
2886,13640,1
2913,13753,1
2924,13814,1
3060,11847,1
3060,12231,1
3060,12491,1
3060,12871,1
3060,13197,1
3060,13486,1
3060,13528,1
3060,13949,1
3060,13964,1
3060,14086,1
3081,14546,1
3099,14644,1
3166,14948,1
3176,14997,1
3183,15037,1
3187,15053,1
3197,15082,1
3201,15099,1
3220,15185,1
3220,15188,1
3224,15199,1
3240,11411,1
3240,12671,1
3240,12863,1
3240,13305,1
3240,13332,1
3240,13743,1
3240,13843,1
3240,14009,1
3240,14038,1
3240,14049,1
3240,14276,1
3240,14342,1
3240,14460,1
3240,14727,1
3240,14747,1
3240,15038,1
3250,15317,1
3272,15413,1
3283,15482,1
3287,15503,1
3320,15685,1
3333,15747,1
3354,15859,1
3373,15940,1
3383,15993,1
3405,16118,1
3420,12229,1
3420,12896,1
3420,13202,1
3420,13743,1
3420,13823,1
3420,13991,1
