Cpt_1,Cpt_2,Cpt_3,Cpt_4,Cpt_5,Cpt_6,Cpt_7,Cpt_8,Cpt_9,Cpt_GLOBAL
7.570051323299064,8.540063093900734,8.019007425767166,8.045632857350299,7.977048797687029,7.918675228103365,7.867763531146307,8.170654092731585,8.148501132507764,8.051094284945247
7.713868463110174,8.037607236173164,7.118294045590667,7.389992421611537,8.28225113859384,7.835321786010373,7.762954486073496,7.342084317215598,7.59834213236536,7.571713893892663
7.00844909307829,7.759386440526743,7.3478539411579025,7.243521818295306,7.733897254600602,7.042032443232668,7.163748516513698,7.057357265629677,7.634866377171175,7.330572350366228
6.782371874853269,7.3710453194405074,6.899175505415837,6.7120910970470025,6.944260110384682,7.102858994953107,6.929300375341524,6.709642353520044,6.576570220564137,6.879468372139907
6.589101563357169,7.2149818517976145,7.252728001363287,6.773176337448536,7.032462089105187,6.794187018774424,7.16224797498128,6.600770717593321,6.2717100725739865,6.891101672992811
6.755167129254063,6.857363257991589,6.539946300927107,6.516898719893328,6.754535925144677,6.155894884094406,6.588015319020901,6.748818323611429,6.696513242380086,6.837431933573064
6.748894852974321,6.721877356646993,6.793233718637778,6.700756295758805,6.218925592722542,6.603513615245178,6.594734600051305,6.654647420651951,6.546142868556524,6.770668442663357
6.563811577561277,7.204388930339271,6.4602669812109035,6.838829479948616,6.053777358045501,6.597766593054919,6.6537893877991285,6.329511221478967,6.3821609061865665,6.587266059133608
6.633710337092288,6.46310261846397,6.276043851521188,6.703519391393603,6.240470238585541,6.0640415676048836,6.539032420386935,6.297480159741817,6.140642061679521,6.562551535072313
6.150858848163675,6.394363287070195,6.24547261566696,6.4270816782453455,5.958735672834988,6.372181877185374,6.59731114877578,6.635262646468647,5.521828464561861,6.529620146914716
6.230514289106287,6.547724075680069,6.3126096007687496,6.484798836209606,6.3140894712659295,6.730464354847762,6.6172944507696885,6.558917758842453,5.527391845771857,6.6088680210063675
6.478174947346228,6.591383618677342,6.055580276172842,6.4105097723045015,6.3912523960325585,6.5549420359639985,6.646729316137581,6.552438057100924,5.364896776051392,6.46297808979977
6.479760072013088,5.926729929347735,5.556267116723327,6.64041669608423,6.2098035322387135,6.192307395327625,6.3754557073489,6.120495401196094,5.948809067006436,6.466410142495692
6.299914160271991,6.242905977668207,5.411368184647168,6.437400042812899,6.199926997454452,6.102096213842645,6.670376202726434,6.738921078435408,6.400694134485312,6.501601599994154
6.837456043113222,6.381041371023728,6.340034159080865,6.504665369052541,6.447577284163571,5.885346632433095,6.644505773186142,6.8824990522681055,6.321114506497485,6.494315726972952
6.604785337638305,6.470101451184246,6.182592069645844,6.665270040951813,6.05785372694824,5.9503465448150585,6.786145867462425,6.639008013202959,6.560171155831449,6.493176131147554
