Cpt_1,Cpt_2,Cpt_3,Cpt_4,Cpt_5,Cpt_6,Cpt_7,Cpt_8,Cpt_9
0.0,0.0,0.0,2111.689944645588,0.0,0.0,1117.806296173389,0.0,0.0
0.0,3739.2893841784057,0.0,6732.956832837098,705.6777689719232,0.0,6408.903148086693,396.94460744324675,0.0
3214.2812190194627,5664.659632470281,0.0,7544.05831598955,5505.502086972601,376.9288236853689,7019.999999999998,4169.035592003952,156.8793901326132
6892.134717184645,5664.659632470281,0.0,7536.805530721296,4968.16552412414,3336.501687540781,7019.999999999998,8832.947285748887,2928.542895720548
7020.000000000001,5664.659632470281,0.0,7586.796316607336,5123.078261220126,4224.116045339561,7019.999999999998,11795.567637023963,4484.594187605013
7020.000000000001,5664.659632470281,0.0,7594.717962169802,5085.250084839071,4045.031528327075,7019.999999999998,15094.289551270707,4580.435634615359
7020.000000000001,5664.659632470281,0.0,7535.922213240267,6216.775622387574,4326.80288596901,7019.999999999998,17050.42040322393,4227.273026536648
7020.000000000001,5664.659632470281,0.0,7852.859524369335,6915.362560193237,3953.9167085541067,7019.999999999998,18702.818195654847,4713.72315956831
7020.000000000001,5664.659632470281,0.0,7808.150194982271,6266.824097677804,3912.636948166229,7019.999999999998,20874.561096615183,5501.61404307383
7020.000000000001,5664.659632470281,0.0,7387.411905845267,6553.505217001833,3806.2105226691283,7019.999999999998,21974.391097373133,5528.9851758890845
7020.000000000001,5664.659632470281,0.0,7600.149698345552,6808.443131823772,3571.8818365385973,7019.999999999998,24404.655928289623,5328.7630199798705
7020.000000000001,5664.659632470281,0.0,7504.234665601684,5401.101357135563,3538.1521110278586,7713.1178491031815,25938.439967067185,3680.097856304714
7020.000000000001,5664.659632470281,0.0,7467.9607301207,4665.073402184865,2955.6036284515,11574.862126803908,26597.128491546948,3631.990179762444
7020.000000000001,5664.659632470281,0.0,7543.39627447006,4366.953616708308,2991.8095957451856,17054.34272743687,23899.46285424837,4827.773800570167
7020.000000000001,5664.659632470281,0.0,7639.048429858608,5773.666239831062,3268.726121979188,20789.96582192383,23344.16807406199,4772.379029252648
7020.000000000001,5664.659632470281,0.0,7545.765323678262,4893.731822756316,3365.0945941210166,23215.058509963834,23147.782321285933,5655.1930562031275
7020.000000000001,5664.659632470281,0.0,7505.881761002259,5456.9328050100785,3612.953094124043,25140.47336680097,24270.153649445227,5128.273852878054
7020.000000000001,5664.659632470281,0.0,7377.457958748064,5844.7639415039,4039.068246656789,27835.9762618978,24736.201392084127,4087.9854025567647
7020.000000000001,5664.659632470281,0.0,8440.026638271083,5342.570348251597,4133.727357940048,31575.272763676407,24451.035031402756,3474.7990630636036
7020.000000000001,5664.659632470281,0.0,11481.305126561696,3842.8434696454815,2762.1542825590773,35768.04750619663,26065.27139778242,4557.780946152433
7020.000000000001,5664.659632470281,0.0,13856.799511385101,3584.8752396622367,2922.195503796628,40835.76995863831,23769.97921390935,4853.525285914048
7020.000000000001,5664.659632470281,0.0,18250.847323921724,5140.677791981981,3911.464048658348,43877.501410274395,22645.27862491829,5855.607213368318
7020.000000000001,5664.659632470281,0.0,21223.054375821688,4005.6758733375336,3808.7491751315133,43753.04778190091,22647.744899974317,7536.2209513476755
7020.000000000001,5664.659632470281,0.0,23256.407084141003,5366.777012739075,4401.43267020818,42043.08419792889,23623.47506969653,8434.192618876337
7020.000000000001,5664.659632470281,0.0,26376.26987965037,3746.396634040917,5699.650531312361,41020.7657702631,23294.671755874937,8096.267216491373
7020.000000000001,5664.659632470281,0.0,28946.299048937006,3770.7505234926107,3827.950259549795,39997.09953340221,23883.060527186495,8733.606251884543
7020.000000000001,5664.659632470281,0.0,30712.283263926493,4455.848588125184,4887.387572813086,39737.53023375401,23618.824431938054,8908.578505358724
7020.000000000001,5664.659632470281,0.0,32914.72403284087,3382.4773108642776,5387.862967739092,39050.67930663696,22844.321086492742,8407.896431954014
7020.000000000001,5664.659632470281,0.0,32124.299760571826,5225.370806624439,3900.6907531199563,39050.67930663696,22850.938423383028,10403.85681191795
7020.000000000001,5664.659632470281,0.0,33031.71259537111,3519.0593649367815,5356.587972239617,39050.67930663696,22629.8346460742,10442.267225597934
7020.000000000001,5664.659632470281,0.0,31728.55809066752,4512.796274110782,3955.741533665413,39050.67930663696,22595.675098509655,12364.847338012221
7020.000000000001,5664.659632470281,0.0,31402.736864729945,4663.460047411105,5352.208226293765,39050.67930663696,22969.609709140233,12151.53131083215
7020.000000000001,5664.659632470281,0.0,31407.824416207215,3393.8721800271974,5007.990195616735,39050.67930663696,24588.835156861467,11644.543459313147
7020.000000000001,5664.659632470281,0.0,31170.678064256706,1995.827989008902,4686.198882212855,39050.67930663696,25100.698475306443,10913.591961512378
7020.000000000001,5664.659632470281,0.0,32309.325932547516,4148.33589719251,5097.913066230699,39050.67930663696,23294.47444906716,10588.351750493262
7020.000000000001,5664.659632470281,0.0,34665.498334931406,2340.0953850657506,5835.696616425443,39050.67930663696,23106.236150816705,9863.95225303956
7020.000000000001,5664.659632470281,0.0,31448.44483128659,3106.6733001385082,3982.1361983751303,39050.67930663696,21967.07610683807,11601.80741172565
7020.000000000001,5664.659632470281,0.0,28404.595796358757,5893.898830281053,5897.980394534002,39050.67930663696,21498.929128339707,12278.237842931923
7020.000000000001,5664.659632470281,0.0,28349.830581938466,5607.244151883911,5063.987307470981,39050.67930663696,21709.742557320405,12957.735370293834
7020.000000000001,5664.659632470281,0.0,27698.793201163848,4967.507360527407,2466.062900791104,39050.67930663696,22585.062372756274,15107.809965729557
