sensor_network
119901.9548229327
204507.53582293334
287965.7990000011
371216.1320000017
458313.92464586615
545110.4920000023
632222.3168229383
716510.6232593909
791120.8404069084
830013.0165472844
855819.8894571511
872561.8808275705
890996.358875593
911719.2924165692
936487.1493248678
960047.5089795114
984758.4788819529
1009115.5190973999
1052461.842349348
1056767.8467096372
1028022.053128659
999945.5770973597
977245.728923367
958570.5463076186
938851.9356416651
923786.9852002308
910456.092726985
895204.7147393757
889223.6877769354
886008.0148629148
879986.2658414313
870071.4546749161
866333.1055597315
860441.6978459319
847540.47323345
839319.5082592835
823354.1508504207
803987.1795723776
789089.7919609915
774019.6509985307
750204.629459369
716512.7547518169
690182.1222931137
666593.203650178
644970.2168655996
622531.4824034052
596949.088999643
569523.4761057468
