sensor_zone_1_1,sensor_zone_1_2,sensor_zone_1_3,sensor_zone_1_4,sensor_zone_1_5,sensor_zone_2_1,sensor_zone_2_2,sensor_zone_2_3,sensor_zone_2_4,sensor_zone_2_5,sensor_zone_3_1,sensor_zone_3_2,sensor_zone_3_3,sensor_zone_3_4,sensor_zone_3_5,sensor_zone_4_1,sensor_zone_4_2,sensor_zone_4_3,sensor_zone_4_4,sensor_zone_4_5,sensor_zone_5_1,sensor_zone_5_2,sensor_zone_5_3,sensor_zone_5_4,sensor_zone_5_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0009640416925173704,0.005348759111467576,0.0,0.0030368383735498994,0.0,0.0,0.0,0.011772096710749094,0.0,0.005536506409508882,0.0,0.0108462979726851,0.015234958960782401,0.014690594858415357,0.0,0.008490833265986583,0.0,0.015558555280161377,0.0,0.000661773212287449,0.0,0.005421309445149873,0.0,0.005263154726433898,0.0
0.0015727190314771718,0.007109895841852416,0.0,0.003308888228608229,0.00010093535469572062,0.002853920568954638,0.0,0.0,0.0,0.0073370130324815295,0.0,0.0,0.040793040329260635,0.0,0.0,0.00785016107341973,0.0,0.0,0.0,0.004082983810194427,0.0009474727073897835,0.0025517025260736615,0.0,0.008143706670963636,0.0006747081997149004
0.0,0.009841397605704344,0.0,0.0014608231276077126,0.0,0.0036342721737508445,0.0,0.0,0.0,0.007405552117439394,0.0,0.0,0.04940860679878746,0.0,0.0,0.005436467395515249,0.0,0.0,0.0,0.00223052004181536,0.0007021861376609179,0.006483578952479948,0.0,0.009098573604469657,0.0
7.440741677296192e-05,0.009126646889249544,0.0,0.003726938487993419,0.00024067701944036762,0.000640942652688133,0.0,0.0,0.0,0.006909779702600658,0.0002472565104105588,0.0,0.015686658141241976,0.0,0.0,0.004832290532201338,0.0,0.0,0.0,0.0018093453018586426,0.0009049856299389765,0.002688438032773563,0.0,0.006353376031911936,0.0022376948214754278
0.0005331723672942455,0.009508758753629897,0.0,0.006461357700922498,0.0,0.0010994363936761512,0.0,0.0,0.0,0.007908644407204683,0.0,0.0,0.005309548985007569,0.0,0.0,0.008285674136211556,0.0,0.0,0.0,0.0028874246583095696,0.0,0.0033183554757632433,0.0,0.007448114919814477,0.0
0.0006369367222489909,0.006484235388683736,0.0,0.0033925929361215933,0.0016173223349086642,0.003475733095451402,0.0,6.799542014410825e-05,0.0,0.00995356824685698,0.0,0.0,0.0,0.0034956049091434543,0.0,0.009914076872169074,0.0,0.00043865405660455103,0.0,0.005541212306775907,0.0,0.006788422811473176,0.0,0.009527904788073395,0.0
0.0,0.008745263278364003,0.0,0.005506432951204742,0.0,0.003187708746506172,0.0,0.0018676192225311923,0.0,0.010880313201222694,0.0,0.0,0.0,0.0,0.0,0.005665588851043096,0.0,0.0,0.0,0.0059543982655287375,0.001763707665386579,0.0040954249832908535,0.0,0.007492710938257496,0.0
0.0,0.005440235616164654,0.0,0.006043344879024377,0.0003469585506092644,0.0038816241546387187,0.0,0.0,0.0,0.00308690929244514,0.0,0.0,0.0,0.009514388218662406,0.0,0.0011612283513281682,0.0,0.0,0.0,0.005502853514499112,0.0029950097351262098,0.002541157221666295,0.0,0.0042771949365202275,0.0004940032205497588
0.0007629397032234593,0.001992489645267043,0.0,0.0055293770092597234,0.0035529904501174093,0.004791869227204256,0.0,0.0,0.0014726943253187009,0.0,0.0,0.00035533734388932744,0.01949268056166087,0.07302302259124605,0.0016376378734885462,0.0015516795602187883,0.0,0.0,0.0022158549418978962,0.005182443209850476,0.0015067585514058207,0.005941096978269007,0.0,0.0,0.0019051736709483694
