sensor_zone_1_1,sensor_zone_1_2,sensor_zone_1_3,sensor_zone_1_4,sensor_zone_1_5,sensor_zone_2_1,sensor_zone_2_2,sensor_zone_2_3,sensor_zone_2_4,sensor_zone_2_5,sensor_zone_3_1,sensor_zone_3_2,sensor_zone_3_3,sensor_zone_3_4,sensor_zone_3_5,sensor_zone_4_1,sensor_zone_4_2,sensor_zone_4_3,sensor_zone_4_4,sensor_zone_4_5,sensor_zone_5_1,sensor_zone_5_2,sensor_zone_5_3,sensor_zone_5_4,sensor_zone_5_5,sensor_network
9.419949633961938,9.95103479001045,5.753211007800211,9.609700581432833,9.435137933968138,8.364425797183978,10.0,10.0,10.21849395568817,10.126909394134634,5.570608704047605,10.0,10.0,10.0,5.899886969274821,10.143683183168402,8.75,10.0,10.0,9.148893486285816,9.77739410136164,9.701691569819243,5.833549853479368,9.954361155504303,9.371439025398313,8.575266319617635
9.84287345693229,9.85457284751826,5.879525626407434,9.32087588171376,9.712241544131423,9.172663439002315,8.171718456759328,7.341450851074324,8.50854032393935,9.966467072977286,5.819972093967816,7.301678145146258,10.0,6.63660628783519,5.988331278728001,9.768278076588622,8.143206133157001,7.587972714857243,7.676491358875685,9.190748298273082,9.721988687053154,8.870304749229017,5.843950404040922,9.833726579040697,9.769936424384472,8.27771242163368
8.953609829153256,9.764007335554892,6.171821850456175,8.677300181879778,9.613900134562277,9.026006410432018,7.733727770778368,6.215199621361361,8.528922899979715,9.927867943012028,5.7935454372584285,6.150386083371196,10.114118067849963,6.704126963222434,6.062775811144411,9.768065196804546,7.822850624901631,6.289284035176004,7.78414787095809,8.996115764275597,9.591867260762575,9.481794465223844,5.884495578172511,9.632608470548332,9.370531925390658,7.953871522342821
9.498447851620298,9.648863946538087,6.10676708238716,8.693624302086118,9.464277670523922,8.750768032794745,7.39363773549716,6.072965742044726,8.038735246294518,9.503754247422448,5.991616768538423,6.105200522855603,6.713102869793431,6.6047291120726195,5.881184474780193,9.657164437186854,7.8990847020984125,6.455538380387328,7.9656812135356665,9.210520376889518,9.587286270502197,8.833008962386028,6.032670604883679,9.379727149479347,9.544240411046989,7.55890808727975
9.589152397227673,9.90873159209754,5.774523284544604,9.213381731431316,9.39518995474895,8.605182158086642,7.92210047290216,6.183799588525842,7.5743898298024765,9.786380717820833,5.897073214871276,6.305599230438229,5.815348680414372,6.310176965536273,5.589081380996097,9.565494569984072,8.245011733472358,6.029442384993065,7.882044714181306,8.931121381780875,9.659505668805016,9.173069712905777,6.056030175817448,9.51279311638509,9.032507383363365,7.210720194977495
9.733609383664671,9.749496130111307,6.060195381557181,9.037387800134066,9.899243389926154,9.044553840272876,7.523991740093818,6.497136032668403,7.243211806041245,9.997019297665187,5.993430668356592,6.317624594226945,5.774565796665971,6.190567936270188,5.532798639561004,10.06782282855152,7.3192886047325745,5.943278861559529,7.071627278595384,8.79532259441366,9.564364117134476,9.300251361887682,5.7770027388221985,9.728729114255492,8.975502830101645,6.932819874498885
9.097522642341197,9.752286359337651,6.134596693735456,9.359796438492204,9.213673133215238,9.114159001429913,7.377364753714868,6.506088657109416,7.4228061888857,9.884414403787266,6.364623142581958,6.29348779869698,5.653231979559687,5.636757794734569,5.948923938769943,9.352342475407092,7.883969570719568,5.59007667047484,7.680073805893279,9.610737223554446,9.701022852599497,9.23782861816641,5.994410473647236,9.883789299448665,9.53267352099509,6.866123937785501
9.206070592380826,9.379685960610807,6.056782951824401,9.530496370473372,9.225355384340482,9.352062414815393,7.97510253493196,5.760098774896373,7.740693592896242,9.120297729083992,6.460134946997176,6.047813659649327,5.604189320190615,4.872639973705019,6.245044404512115,8.41857901614822,8.340389840506413,5.469987933496088,7.881416021357285,9.341987299160797,9.462453232010027,8.794478296747984,6.294492754166911,9.210394773687739,9.453290831864976,6.773227287820254
9.14510913254173,8.279264211879532,6.12529243970595,9.27109981793518,9.444039776069227,8.834436968527195,7.312908685103034,5.824247437253578,7.937008829990295,8.011345252014351,5.991553011730096,5.538358816865984,5.470032478570008,4.335141632841209,6.158135547701287,8.420004922947719,8.290292374656408,5.628822801411308,8.141256824095194,9.173003343069974,9.093100356945282,9.133709715974277,6.521232600898056,8.366584487595278,9.370850191904982,6.681165238590714
9.165484720572465,7.9080647751017565,6.143931613429828,9.412302291410946,9.339849333954826,9.083076407595183,7.503226271566374,5.546725538029246,7.68519074933165,8.315630609196784,6.02229360168829,5.527031814605369,4.86035591229643,4.314030911556507,6.132925585553761,8.720363436613544,8.129182979942488,5.24561317609083,7.723971159566405,9.46307965832311,9.506577009663935,9.73486707095922,6.029602409131845,8.176436720909631,9.245702175449964,6.541491079441128
