Cpt_1,Cpt_2,Cpt_3,Cpt_4,Cpt_5,Cpt_6,Cpt_7,Cpt_8,Cpt_9,Cpt_GLOBAL
7.5700513232990625,8.540063093900734,8.019007425767166,8.045632857350299,7.977048797687029,7.918675228103365,7.867763531146307,8.170654092731585,8.148501132507764,8.051094284945245
7.71511368247557,8.028774894800119,7.118294045590665,7.389992421611537,8.290285283780564,7.808443421832691,7.762954486073496,7.304748110911577,7.5943338007760435,7.566054651363047
6.995550607289213,7.677140438348146,7.365523203277683,7.267033779198165,7.679218432971486,7.091634626204314,7.1571609210830704,6.992943526596313,7.587963163883068,7.3175283239857185
6.8038553046209955,7.438781502022707,6.870976194380292,6.761540088290172,7.098346037412666,7.178406096202279,6.845525438066509,6.7912370190452425,6.601272510460911,6.915915376165013
6.608062345975451,7.176614861992299,7.098100017615974,6.660181678417415,6.992818013200086,6.529548476429035,7.155761317236939,6.651125604257048,6.297212037330783,6.857142239638339
6.75611211855379,6.92190650995151,6.489880917634147,6.601943498776107,6.741987466010892,6.117579646097011,6.558776937810794,6.983659748143341,6.56878256099522,6.82713362685283
6.865617348368746,6.808752883209861,6.651101594040312,6.775314964120438,6.128982647617327,6.828892674583934,6.563189368070851,6.672693809909151,6.630607732364692,6.787050169797536
6.631782364154861,6.908310669435158,6.385574834538479,6.729427828330249,5.773282734880529,6.3571230011825595,6.70676747207132,6.310122489946734,6.612971442100123,6.5520074928379595
6.650904975896067,6.356536179105885,6.231912791175221,6.553003796513913,5.90336209798955,6.135912068250963,6.6330121567056075,6.431501900074049,6.402547202344643,6.530636163084226
6.394726533397905,6.4355530880185245,6.4853863304247215,6.463485035056767,5.822908459025385,6.3132049523772045,6.881632848953445,6.690866638360917,5.428385208974665,6.4905784327177996
5.848772412068567,6.95320855687357,6.381876507383188,6.514334435524717,5.426241643400475,6.153586092844449,6.778022550276502,6.336286155075207,5.300364382668803,6.438297183383106
5.929224390073373,6.745362693465986,6.207744622797135,6.2626260966010285,5.51918783307527,6.055896540014198,6.692541831611295,6.4004025789344725,5.1946159277513875,6.386187166562828
6.209682547833265,6.06355657274239,5.72087143781862,6.427509346808972,5.482960930552606,6.412570826257566,6.818426394974243,5.939883512191548,5.543025688593776,6.401162880471722
6.213699089934705,6.66147802099957,5.379164398717191,6.445465167944686,5.302363230387139,5.760958180757837,6.616621296464735,6.714997381649877,5.971313769887472,6.415111121093445
6.5800674942206685,6.341868418014433,5.802999962016628,6.431179607192742,5.625897714258969,5.307944555639551,6.522940291837367,6.714734163719775,6.062934106639386,6.365050722798311
6.637544095186698,6.282249820705339,5.373757547540568,6.520639374030079,5.685115340820787,5.400922641213003,6.745270105383843,6.212071390012279,6.506112591951122,6.374194032719066
6.836800421895482,6.603147478381543,5.833953058070163,6.321463299353471,5.618699963963281,5.459828538942986,6.591410361747053,5.409280057859573,6.336464736451286,6.356637816002408
6.26517709005624,5.84023231285479,5.735514216632011,6.335162308713271,5.452878326950097,5.7220394339938725,6.675452019036575,5.930343911239438,5.861715059319434,6.33022896521243
6.424606757205671,5.915523538547489,6.203124358092512,6.386594313057116,4.944039547079963,5.224409261404607,6.330493998807841,5.622212227287836,5.537296724659731,6.152659073274143
6.375027204065059,6.006722702331106,6.307955491463649,6.033527262733291,4.725130908665034,5.344482209180526,6.734687132388498,5.745795846225537,6.136814061650584,6.225411617693289
6.538646795015062,5.626034664693415,6.236500599787303,6.344504658484721,4.8549501677055105,5.055465120123027,5.52954720813942,6.062737501594347,5.385637239183059,6.1253062332864605
6.318371181060651,5.613901790472939,5.722292362329172,6.301640952134069,4.6073924441031435,5.175747679347327,5.654246941220332,5.984287566313116,5.595094323217133,6.039859744454261
6.973586104415546,5.358357137141554,5.595597671464154,6.003460205482852,4.595975872608493,5.502686078807926,5.885533067157151,5.69992236009568,5.5219214157482845,6.049440850007077
6.301545570836975,5.571286680942774,6.01570509794411,6.16349910187073,4.851241529922251,5.639229375601903,6.171239819217858,5.304282251708761,5.7152472847207445,6.048922929396027
6.672046782581151,5.644413437810524,6.2990912760208095,6.053948632303715,4.649943306758919,5.950184688307938,6.052197145781529,5.264491929115504,5.694147327094258,5.998744429585116
6.3868908926403,6.008130060167083,6.203099585969817,6.08546310003924,4.254378968849312,5.597559622941862,6.22792232097391,5.3575595775073,5.830278006091022,5.99597502027395
6.469681796052634,6.076686983323286,6.28483270695325,6.1710660789764065,4.051395534760075,5.607023839398002,6.08164772663855,5.141985911025746,5.34669419105255,5.8993468447332145
6.417164036229,5.894466009024264,5.645807839379578,6.076608493257973,4.26616278876079,5.480385294848405,6.6456416525946445,5.334218382846755,5.151485260169677,5.856456091361458
6.1409176728730275,5.279158603904874,5.599742308749362,6.10794085181049,4.016904421587159,5.512988086459797,6.226842671231847,5.828664927032649,5.268228471100881,5.7439460485319165
6.144736604416767,5.721592444746859,6.137765623607902,6.007104112453947,3.867459552329156,5.679875146275409,5.786560345373233,5.768488632326812,5.384739285177922,5.7966803152945365
5.7156303201222105,5.8626965035849254,6.030087380101645,5.891873545250332,3.3159915543761858,5.803764715116828,5.433479786983769,5.787335830354531,5.78338743156907,5.652908090573791
5.812126037271935,5.7085909260769485,5.956061776996995,6.033680757704466,3.0346614799681246,5.904355505084045,5.121203851250624,6.0706330675614995,5.840244799241433,5.681933958898607
5.888328129049611,5.659245480160539,6.2826838744445235,5.88947299299763,2.863502161690699,5.945919873929362,5.474188823331045,6.0487429450376755,5.674098086939496,5.588146163943
6.591421095178176,5.7046747804778635,6.277721319346307,5.945754335813076,2.863578569511619,6.098465794677546,5.664247747163295,5.429798592517116,6.086457086694836,5.641105450851808
6.367658334201242,5.142410677956851,6.275340759469569,5.845960103789803,2.7611134090252065,5.580827643017497,6.177193272325856,5.601493287795059,6.122455145573093,5.629082441230366
6.326959981344609,5.5341561185258605,5.764121210750241,6.217078552228174,2.60617678920176,5.4481473509152085,6.173734899965867,5.266325421771339,5.708036618867336,5.588319962783189
6.235218261575094,5.716516373862473,5.749884835185811,6.36817338986101,2.5395229532756187,5.557889905659322,6.005625820828617,5.304369806882789,5.959494003093352,5.683757120303062
5.733589383833808,4.99106819638306,5.611427684345764,6.169313806541627,2.4665081997499176,5.509040917695184,6.146367912234749,5.77492380979768,5.814811621678973,5.577890196277241
6.087570068400197,5.262934801456033,5.501008192525544,6.197321307482819,2.5716564204429644,5.7445086978907725,5.747965217203279,6.005274842159435,5.2179243140111335,5.566401752697659
6.293737958098719,4.979418046997238,6.69322745120078,6.10050743783375,2.2645931314657135,5.3714016126140045,6.0568320012092425,5.622954716380567,5.631365178699446,5.573179875298547
6.135479779235723,4.322969655095567,6.444971095800107,6.053061738413958,2.424097878296676,5.279241642468809,6.199378063643463,5.192048089137209,5.7819903130881585,5.472839739914087
6.478457217690467,4.651722298092184,5.992732729742908,6.486578137868824,2.2972893801998424,5.771764719805544,6.265969663176286,5.004250609807825,5.913982531547482,5.427950248676636
6.288638069476424,4.7192740881215185,5.574835192532359,6.1956455470322425,1.9958939137008207,6.380855696182798,6.449547952843293,4.920144935708682,5.80583797878748,5.189108714684704
6.795891115614882,4.241957975126289,6.184829052721378,6.283884868145116,1.8987450289945766,6.381108592758882,5.988872312523029,4.410065945359888,5.000662959652272,5.0424746477977695
6.219950953923006,4.044022514347078,6.599465768793898,6.6680653847592675,1.7931740453825937,6.198298429966604,5.890310231458616,3.6547667976653004,4.690110166530755,4.803374350625133
6.278753428009183,4.0138854610310535,6.414416778057435,6.23740924661069,1.679823304377264,5.810582247460097,6.43216003350131,3.5715698982875503,4.1200315006529475,4.774643764940934
6.505718447760611,3.699727530657914,6.138803060482345,6.377864102944582,2.086531356443159,5.594214257372331,6.435123578288204,3.826861410064619,3.6691746140244375,4.803228526912302
6.356039353618224,3.4553729020961987,6.295478682551627,6.199856031007844,1.7846593419871688,5.472065551653676,6.252388244077478,2.750839915501359,3.6307383159654805,4.628958831814743
