T_OE_12_23
T_EO_12_6
T_NS_13_22
T_SN_16_22
T_OE_13_23
T_EO_13_6
T_NS_13_23
T_SN_16_23
T_OE_14_23
T_EO_14_6
T_NS_13_24
T_SN_16_24
T_OE_15_23
T_EO_15_6
T_NS_13_25
T_SN_16_25
T_OE_16_23
T_EO_16_6
T_NS_13_26
T_SN_16_26
T_OE_12_24
T_EO_12_5
T_NS_14_22
T_SN_15_22
T_OE_13_24
T_EO_13_5
T_NS_14_23
T_SN_15_23
T_OE_14_24
T_EO_14_5
T_NS_14_24
T_SN_15_24
T_OE_15_24
T_EO_15_5
T_NS_14_25
T_SN_15_25
T_OE_16_24
T_EO_16_5
T_NS_14_26
T_SN_15_26
T_OE_12_25
T_EO_12_4
T_NS_15_22
T_SN_14_22
T_OE_13_25
T_EO_13_4
T_NS_15_23
T_SN_14_23
T_OE_14_25
T_EO_14_4
T_NS_15_24
T_SN_14_24
T_OE_15_25
T_EO_15_4
T_NS_15_25
T_SN_14_25
T_OE_16_25
T_EO_16_4
T_NS_15_26
T_SN_14_26
T_OE_12_26
T_EO_12_3
T_NS_16_22
T_SN_13_22
T_OE_13_26
T_EO_13_3
T_NS_16_23
T_SN_13_23
T_OE_14_26
T_EO_14_3
T_NS_16_24
T_SN_13_24
T_OE_15_26
T_EO_15_3
T_NS_16_25
T_SN_13_25
T_OE_16_26
T_EO_16_3
T_NS_16_26
T_SN_13_26
